date,code,value
2006-01-01,AK,26449
2007-01-01,AK,29080
2008-01-01,AK,32750
2009-01-01,AK,31375
2010-01-01,AK,28087
2011-01-01,AK,30991
2012-01-01,AK,30051
2013-01-01,AK,33309
2014-01-01,AK,31761
2015-01-01,AK,32587
2016-01-01,AK,35055
2017-01-01,AK,31979
2018-01-01,AK,33641
2019-01-01,AK,33772
2021-01-01,AK,33372
2022-01-01,AK,39239
2023-01-01,AK,38204
2024-01-01,AK,42965
2006-01-01,AL,15190
2007-01-01,AL,15956
2008-01-01,AL,17176
2009-01-01,AL,16148
2010-01-01,AL,16156
2011-01-01,AL,16494
2012-01-01,AL,16231
2013-01-01,AL,17088
2014-01-01,AL,16977
2015-01-01,AL,17574
2016-01-01,AL,17939
2017-01-01,AL,18873
2018-01-01,AL,19043
2019-01-01,AL,20610
2021-01-01,AL,21203
2022-01-01,AL,22596
2023-01-01,AL,24744
2024-01-01,AL,26269
2006-01-01,AR,15356
2007-01-01,AR,15616
2008-01-01,AR,16502
2009-01-01,AR,15860
2010-01-01,AR,16571
2011-01-01,AR,15861
2012-01-01,AR,16489
2013-01-01,AR,16894
2014-01-01,AR,17577
2015-01-01,AR,17765
2016-01-01,AR,18502
2017-01-01,AR,19439
2018-01-01,AR,19954
2019-01-01,AR,20716
2021-01-01,AR,21861
2022-01-01,AR,22099
2023-01-01,AR,24357
2024-01-01,AR,26195
2006-01-01,AZ,21445
2007-01-01,AZ,22264
2008-01-01,AZ,22646
2009-01-01,AZ,20963
2010-01-01,AZ,20651
2011-01-01,AZ,19990
2012-01-01,AZ,20790
2013-01-01,AZ,20785
2014-01-01,AZ,21157
2015-01-01,AZ,22070
2016-01-01,AZ,22866
2017-01-01,AZ,24271
2018-01-01,AZ,25861
2019-01-01,AZ,27447
2021-01-01,AZ,30411
2022-01-01,AZ,32189
2023-01-01,AZ,33356
2024-01-01,AZ,36241
2006-01-01,CA,23745
2007-01-01,CA,24843
2008-01-01,CA,24923
2009-01-01,CA,24332
2010-01-01,CA,23400
2011-01-01,CA,22789
2012-01-01,CA,23067
2013-01-01,CA,23616
2014-01-01,CA,24563
2015-01-01,CA,25614
2016-01-01,CA,26697
2017-01-01,CA,28576
2018-01-01,CA,29914
2019-01-01,CA,32059
2021-01-01,CA,33049
2022-01-01,CA,35970
2023-01-01,CA,37852
2024-01-01,CA,39909
2006-01-01,CO,22882
2007-01-01,CO,24136
2008-01-01,CO,24835
2009-01-01,CO,23932
2010-01-01,CO,22729
2011-01-01,CO,23431
2012-01-01,CO,24257
2013-01-01,CO,25344
2014-01-01,CO,26572
2015-01-01,CO,28200
2016-01-01,CO,28538
2017-01-01,CO,30825
2018-01-01,CO,31430
2019-01-01,CO,34210
2021-01-01,CO,36043
2022-01-01,CO,38338
2023-01-01,CO,41002
2024-01-01,CO,42679
2006-01-01,CT,26609
2007-01-01,CT,28094
2008-01-01,CT,27847
2009-01-01,CT,26985
2010-01-01,CT,25843
2011-01-01,CT,25779
2012-01-01,CT,26146
2013-01-01,CT,26520
2014-01-01,CT,27127
2015-01-01,CT,28019
2016-01-01,CT,29917
2017-01-01,CT,30921
2018-01-01,CT,29953
2019-01-01,CT,30618
2021-01-01,CT,31963
2022-01-01,CT,34714
2023-01-01,CT,36158
2024-01-01,CT,38874
2006-01-01,DC,17546
2007-01-01,DC,19691
2008-01-01,DC,20159
2009-01-01,DC,19543
2010-01-01,DC,20216
2011-01-01,DC,21233
2012-01-01,DC,21782
2013-01-01,DC,21036
2014-01-01,DC,21230
2015-01-01,DC,24523
2016-01-01,DC,20813
2017-01-01,DC,24074
2018-01-01,DC,26050
2019-01-01,DC,32278
2021-01-01,DC,29197
2022-01-01,DC,36293
2023-01-01,DC,40230
2024-01-01,DC,31689
2006-01-01,DE,23550
2007-01-01,DE,24682
2008-01-01,DE,25999
2009-01-01,DE,24929
2010-01-01,DE,24162
2011-01-01,DE,25740
2012-01-01,DE,25302
2013-01-01,DE,25652
2014-01-01,DE,26337
2015-01-01,DE,27146
2016-01-01,DE,27127
2017-01-01,DE,25934
2018-01-01,DE,26660
2019-01-01,DE,30521
2021-01-01,DE,31478
2022-01-01,DE,35835
2023-01-01,DE,36524
2024-01-01,DE,40418
2006-01-01,FL,20133
2007-01-01,FL,21286
2008-01-01,FL,20819
2009-01-01,FL,19936
2010-01-01,FL,19276
2011-01-01,FL,19119
2012-01-01,FL,19421
2013-01-01,FL,19973
2014-01-01,FL,20519
2015-01-01,FL,21293
2016-01-01,FL,22050
2017-01-01,FL,22820
2018-01-01,FL,23772
2019-01-01,FL,25868
2021-01-01,FL,26588
2022-01-01,FL,29638
2023-01-01,FL,31559
2024-01-01,FL,33269
2006-01-01,GA,19543
2007-01-01,GA,20581
2008-01-01,GA,20768
2009-01-01,GA,19272
2010-01-01,GA,18836
2011-01-01,GA,18393
2012-01-01,GA,18815
2013-01-01,GA,19403
2014-01-01,GA,20125
2015-01-01,GA,21141
2016-01-01,GA,22038
2017-01-01,GA,23213
2018-01-01,GA,24184
2019-01-01,GA,25750
2021-01-01,GA,27150
2022-01-01,GA,30381
2023-01-01,GA,30697
2024-01-01,GA,33203
2006-01-01,HI,26171
2007-01-01,HI,29618
2008-01-01,HI,29397
2009-01-01,HI,27670
2010-01-01,HI,26672
2011-01-01,HI,27840
2012-01-01,HI,27673
2013-01-01,HI,28678
2014-01-01,HI,29900
2015-01-01,HI,31844
2016-01-01,HI,31725
2017-01-01,HI,32160
2018-01-01,HI,33909
2019-01-01,HI,35167
2021-01-01,HI,36197
2022-01-01,HI,39008
2023-01-01,HI,40078
2024-01-01,HI,43657
2006-01-01,IA,20464
2007-01-01,IA,20904
2008-01-01,IA,21730
2009-01-01,IA,21047
2010-01-01,IA,21384
2011-01-01,IA,21572
2012-01-01,IA,22161
2013-01-01,IA,22926
2014-01-01,IA,23167
2015-01-01,IA,23801
2016-01-01,IA,24915
2017-01-01,IA,25723
2018-01-01,IA,26195
2019-01-01,IA,27649
2021-01-01,IA,29430
2022-01-01,IA,31219
2023-01-01,IA,31956
2024-01-01,IA,33795
2006-01-01,ID,20132
2007-01-01,ID,22486
2008-01-01,ID,22175
2009-01-01,ID,21047
2010-01-01,ID,19735
2011-01-01,ID,19387
2012-01-01,ID,20782
2013-01-01,ID,21424
2014-01-01,ID,21382
2015-01-01,ID,21006
2016-01-01,ID,22477
2017-01-01,ID,24276
2018-01-01,ID,25050
2019-01-01,ID,28096
2021-01-01,ID,30533
2022-01-01,ID,33219
2023-01-01,ID,35115
2024-01-01,ID,36975
2006-01-01,IL,21533
2007-01-01,IL,22687
2008-01-01,IL,23283
2009-01-01,IL,22025
2010-01-01,IL,22045
2011-01-01,IL,21627
2012-01-01,IL,22082
2013-01-01,IL,22332
2014-01-01,IL,23061
2015-01-01,IL,24000
2016-01-01,IL,24272
2017-01-01,IL,25332
2018-01-01,IL,26088
2019-01-01,IL,27634
2021-01-01,IL,28839
2022-01-01,IL,30923
2023-01-01,IL,32498
2024-01-01,IL,34073
2006-01-01,IN,20200
2007-01-01,IN,21189
2008-01-01,IN,21079
2009-01-01,IN,20168
2010-01-01,IN,20039
2011-01-01,IN,19856
2012-01-01,IN,20564
2013-01-01,IN,20587
2014-01-01,IN,21444
2015-01-01,IN,22271
2016-01-01,IN,22874
2017-01-01,IN,23416
2018-01-01,IN,24397
2019-01-01,IN,25661
2021-01-01,IN,27961
2022-01-01,IN,29311
2023-01-01,IN,30501
2024-01-01,IN,31876
2006-01-01,KS,20159
2007-01-01,KS,21519
2008-01-01,KS,22626
2009-01-01,KS,21026
2010-01-01,KS,21081
2011-01-01,KS,21773
2012-01-01,KS,22158
2013-01-01,KS,22463
2014-01-01,KS,22952
2015-01-01,KS,23599
2016-01-01,KS,24268
2017-01-01,KS,25332
2018-01-01,KS,25381
2019-01-01,KS,27490
2021-01-01,KS,28061
2022-01-01,KS,29816
2023-01-01,KS,31352
2024-01-01,KS,34222
2006-01-01,KY,15301
2007-01-01,KY,16096
2008-01-01,KY,16227
2009-01-01,KY,15942
2010-01-01,KY,15997
2011-01-01,KY,16087
2012-01-01,KY,16406
2013-01-01,KY,17211
2014-01-01,KY,17083
2015-01-01,KY,18144
2016-01-01,KY,18305
2017-01-01,KY,19333
2018-01-01,KY,20510
2019-01-01,KY,21187
2021-01-01,KY,22001
2022-01-01,KY,23414
2023-01-01,KY,24138
2024-01-01,KY,25547
2006-01-01,LA,14803
2007-01-01,LA,15423
2008-01-01,LA,17360
2009-01-01,LA,16943
2010-01-01,LA,16677
2011-01-01,LA,15638
2012-01-01,LA,16348
2013-01-01,LA,16695
2014-01-01,LA,17032
2015-01-01,LA,17240
2016-01-01,LA,17329
2017-01-01,LA,17310
2018-01-01,LA,18761
2019-01-01,LA,18767
2021-01-01,LA,19454
2022-01-01,LA,20998
2023-01-01,LA,21834
2024-01-01,LA,22714
2006-01-01,MA,22837
2007-01-01,MA,24375
2008-01-01,MA,25145
2009-01-01,MA,24547
2010-01-01,MA,23029
2011-01-01,MA,23374
2012-01-01,MA,23764
2013-01-01,MA,24644
2014-01-01,MA,25121
2015-01-01,MA,26338
2016-01-01,MA,28024
2017-01-01,MA,28433
2018-01-01,MA,29393
2019-01-01,MA,32118
2021-01-01,MA,32261
2022-01-01,MA,34958
2023-01-01,MA,36620
2024-01-01,MA,40016
2006-01-01,MD,29462
2007-01-01,MD,30259
2008-01-01,MD,31002
2009-01-01,MD,30109
2010-01-01,MD,29753
2011-01-01,MD,29594
2012-01-01,MD,30026
2013-01-01,MD,30721
2014-01-01,MD,31491
2015-01-01,MD,32060
2016-01-01,MD,32691
2017-01-01,MD,34110
2018-01-01,MD,35467
2019-01-01,MD,36110
2021-01-01,MD,37137
2022-01-01,MD,38858
2023-01-01,MD,40901
2024-01-01,MD,42417
2006-01-01,ME,18386
2007-01-01,ME,19962
2008-01-01,ME,20045
2009-01-01,ME,20011
2010-01-01,ME,19946
2011-01-01,ME,19407
2012-01-01,ME,20124
2013-01-01,ME,19918
2014-01-01,ME,20431
2015-01-01,ME,20911
2016-01-01,ME,22161
2017-01-01,ME,23111
2018-01-01,ME,23112
2019-01-01,ME,25701
2021-01-01,ME,26880
2022-01-01,ME,30092
2023-01-01,ME,32025
2024-01-01,ME,32956
2006-01-01,MI,20196
2007-01-01,MI,20398
2008-01-01,MI,20560
2009-01-01,MI,19190
2010-01-01,MI,19146
2011-01-01,MI,19053
2012-01-01,MI,19407
2013-01-01,MI,20085
2014-01-01,MI,20926
2015-01-01,MI,21446
2016-01-01,MI,22047
2017-01-01,MI,23454
2018-01-01,MI,24023
2019-01-01,MI,25775
2021-01-01,MI,26846
2022-01-01,MI,28448
2023-01-01,MI,29594
2024-01-01,MI,30911
2006-01-01,MN,24317
2007-01-01,MN,25170
2008-01-01,MN,25309
2009-01-01,MN,24087
2010-01-01,MN,23783
2011-01-01,MN,24298
2012-01-01,MN,25356
2013-01-01,MN,25702
2014-01-01,MN,26452
2015-01-01,MN,27527
2016-01-01,MN,28467
2017-01-01,MN,30489
2018-01-01,MN,30709
2019-01-01,MN,33007
2021-01-01,MN,34736
2022-01-01,MN,35788
2023-01-01,MN,37850
2024-01-01,MN,39271
2006-01-01,MO,18550
2007-01-01,MO,19400
2008-01-01,MO,20424
2009-01-01,MO,19484
2010-01-01,MO,18948
2011-01-01,MO,19317
2012-01-01,MO,19173
2013-01-01,MO,20070
2014-01-01,MO,20546
2015-01-01,MO,21517
2016-01-01,MO,22321
2017-01-01,MO,23049
2018-01-01,MO,23677
2019-01-01,MO,24405
2021-01-01,MO,26452
2022-01-01,MO,27680
2023-01-01,MO,30420
2024-01-01,MO,30843
2006-01-01,MS,13626
2007-01-01,MS,14334
2008-01-01,MS,14644
2009-01-01,MS,14436
2010-01-01,MS,14867
2011-01-01,MS,14754
2012-01-01,MS,14610
2013-01-01,MS,14622
2014-01-01,MS,15711
2015-01-01,MS,15972
2016-01-01,MS,16071
2017-01-01,MS,16709
2018-01-01,MS,17271
2019-01-01,MS,17634
2021-01-01,MS,19111
2022-01-01,MS,20342
2023-01-01,MS,21071
2024-01-01,MS,23196
2006-01-01,MT,17879
2007-01-01,MT,18445
2008-01-01,MT,19834
2009-01-01,MT,18523
2010-01-01,MT,19487
2011-01-01,MT,19316
2012-01-01,MT,19707
2013-01-01,MT,19863
2014-01-01,MT,20190
2015-01-01,MT,21156
2016-01-01,MT,21923
2017-01-01,MT,23128
2018-01-01,MT,23620
2019-01-01,MT,24595
2021-01-01,MT,27305
2022-01-01,MT,29498
2023-01-01,MT,30491
2024-01-01,MT,33566
2006-01-01,NC,18176
2007-01-01,NC,18567
2008-01-01,NC,20002
2009-01-01,NC,18433
2010-01-01,NC,18251
2011-01-01,NC,18332
2012-01-01,NC,18795
2013-01-01,NC,19468
2014-01-01,NC,19916
2015-01-01,NC,20399
2016-01-01,NC,21208
2017-01-01,NC,22302
2018-01-01,NC,23338
2019-01-01,NC,24517
2021-01-01,NC,25722
2022-01-01,NC,29082
2023-01-01,NC,30827
2024-01-01,NC,31378
2006-01-01,ND,17544
2007-01-01,ND,18440
2008-01-01,ND,20340
2009-01-01,ND,20073
2010-01-01,ND,20829
2011-01-01,ND,21473
2012-01-01,ND,23792
2013-01-01,ND,24110
2014-01-01,ND,25476
2015-01-01,ND,25702
2016-01-01,ND,25723
2017-01-01,ND,25888
2018-01-01,ND,27372
2019-01-01,ND,27800
2021-01-01,ND,27545
2022-01-01,ND,31279
2023-01-01,ND,32157
2024-01-01,ND,34573
2006-01-01,NE,20286
2007-01-01,NE,20857
2008-01-01,NE,22126
2009-01-01,NE,20924
2010-01-01,NE,21476
2011-01-01,NE,21815
2012-01-01,NE,22508
2013-01-01,NE,23054
2014-01-01,NE,23547
2015-01-01,NE,23891
2016-01-01,NE,25209
2017-01-01,NE,27095
2018-01-01,NE,26287
2019-01-01,NE,28970
2021-01-01,NE,29375
2022-01-01,NE,30837
2023-01-01,NE,33620
2024-01-01,NE,34294
2006-01-01,NH,26171
2007-01-01,NH,29326
2008-01-01,NH,28592
2009-01-01,NH,26524
2010-01-01,NH,27633
2011-01-01,NH,26897
2012-01-01,NH,27291
2013-01-01,NH,27785
2014-01-01,NH,29386
2015-01-01,NH,30872
2016-01-01,NH,31608
