"date","value"
"2006-01-01",20264
"2007-01-01",21204
"2008-01-01",21769
"2009-01-01",20826
"2010-01-01",20699
"2011-01-01",20585
"2012-01-01",20968
"2013-01-01",21433
"2014-01-01",21909
"2015-01-01",22824
"2016-01-01",23638
"2017-01-01",24625
"2018-01-01",25434
"2019-01-01",27088
"2021-01-01",28261
"2022-01-01",30623
"2023-01-01",31942
"2024-01-01",33775
